title,genres,year,imdbId
The Wedding Singer,"['Comedy', 'Romance']",1998,120888
Sphere,"['Sci-Fi', 'Thriller']",1998,120184
Palmetto,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",1998,120782
As Good as It Gets,"['Comedy', 'Drama', 'Romance']",1997,119822
King of New York,"['Crime', 'Thriller']",1990,99939
Twilight,"['Crime', 'Drama', 'Thriller']",1998,119594
U.S. Marshals,"['Action', 'Crime', 'Thriller']",1998,120873
Welcome to Woop-Woop,['Comedy'],1997,120491
Love and Death on Long Island,"['Comedy', 'Drama']",1997,119574
Everest,"['Documentary', 'IMAX']",1998,120661
Hush,['Thriller'],1998,118744
Suicide Kings,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",1997,120241
The Man in the Iron Mask,"['Action', 'Adventure', 'Drama']",1998,120744
The Newton Boys,"['Crime', 'Drama']",1998,120769
Wild Things,"['Crime', 'Drama', 'Mystery', 'Thriller']",1998,120890
Paulie,"['Adventure', 'Children', 'Comedy']",1998,125454
"A Cool, Dry Place",['Drama'],1998,120642
Fireworks (Hana-bi),"['Crime', 'Drama']",1997,119250
Primary Colors,"['Comedy', 'Drama']",1998,119942
Wide Awake,"['Children', 'Comedy', 'Drama']",1998,120510
Two Girls and a Guy,"['Comedy', 'Drama']",1997,124179
The Object of My Affection,"['Comedy', 'Romance']",1998,120772
Homegrown,"['Comedy', 'Thriller']",1998,119305
The Players Club,"['Comedy', 'Drama']",1998,119905
Barney's Great Adventure,"['Adventure', 'Children']",1998,120598
The Big One,"['Comedy', 'Documentary']",1997,124295
Chinese Box,"['Drama', 'Romance']",1997,118851
Lost in Space,"['Action', 'Adventure', 'Sci-Fi']",1998,120738
Mercury Rising,"['Action', 'Drama', 'Thriller']",1998,120749
The Spanish Prisoner,"['Crime', 'Drama', 'Mystery', 'Thriller']",1997,120176
City of Angels,"['Drama', 'Fantasy', 'Romance']",1998,120632
The Last Days of Disco,"['Comedy', 'Drama']",1998,120728
The Odd Couple II,['Comedy'],1998,120773
My Giant,['Comedy'],1998,120765
He Got Game,['Drama'],1998,124718
The Gingerbread Man,"['Drama', 'Thriller']",1998,119196
Live Flesh (Carne trémula),"['Drama', 'Romance']",1997,118819
Zero Effect,"['Comedy', 'Mystery', 'Thriller']",1998,120906
The Borrowers,"['Adventure', 'Children', 'Comedy', 'Fantasy']",1997,118755
Krippendorf's Tribe,['Comedy'],1998,120725
Kurt & Courtney,['Documentary'],1998,138563
The Real Blonde,['Comedy'],1997,119987
Mr. Nice Guy (Yat goh ho yan),"['Action', 'Comedy']",1997,117786
Taste of Cherry (Ta'm e guilass),['Drama'],1997,120265
Character (Karakter),['Drama'],1997,119448
Species II,"['Horror', 'Sci-Fi']",1998,120841
Major League: Back to the Minors,['Comedy'],1998,120742
The Big Hit,"['Action', 'Comedy', 'Crime']",1998,120609
Tarzan and the Lost City,"['Action', 'Adventure']",1998,120856
"Dancer, Texas Pop. 81","['Comedy', 'Drama']",1998,118925
"Misérables, Les","['Crime', 'Drama', 'Romance', 'War']",1998,119683
Clockwatchers,['Comedy'],1997,118866
Deep Impact,"['Drama', 'Sci-Fi', 'Thriller']",1998,120647
Quest for Camelot,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",1998,120800
Godzilla,"['Action', 'Sci-Fi', 'Thriller']",1998,120685
Bulworth,"['Comedy', 'Drama', 'Romance']",1998,118798
Fear and Loathing in Las Vegas,"['Adventure', 'Comedy', 'Drama']",1998,120669
The Opposite of Sex,"['Comedy', 'Drama', 'Romance']",1998,120777
Almost Heroes,"['Adventure', 'Comedy', 'Western']",1998,119053
Hope Floats,"['Comedy', 'Drama', 'Romance']",1998,119313
Insomnia,"['Drama', 'Mystery', 'Thriller']",1997,119375
The Ugly,"['Horror', 'Thriller']",1997,120401
A Perfect Murder,['Thriller'],1998,120787
Beyond Silence (Jenseits der Stille),['Drama'],1996,116692
Six Days Seven Nights,"['Adventure', 'Comedy', 'Romance']",1998,120828
Can't Hardly Wait,"['Comedy', 'Drama', 'Romance']",1998,127723
High Art,"['Drama', 'Romance']",1998,139362
"Children of Heaven, The (Bacheha-Ye Aseman)","['Comedy', 'Drama']",1997,118849
Dream for an Insomniac,"['Drama', 'Romance']",1996,116141
Henry Fool,"['Comedy', 'Drama']",1997,122529
Mr. Jealousy,"['Comedy', 'Romance']",1997,119717
Mulan,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance']",1998,120762
The X-Files: Fight the Future,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",1998,120902
I Went Down,"['Comedy', 'Crime', 'Drama']",1997,126344
Dr. Dolittle,['Comedy'],1998,118998
Out of Sight,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",1998,120780
Picnic at Hanging Rock,"['Drama', 'Mystery']",1975,73540
Smoke Signals,"['Comedy', 'Drama']",1998,120321
Buffalo '66 (a.k.a. Buffalo 66),"['Drama', 'Romance']",1998,118789
Armageddon,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",1998,120591
Lethal Weapon 4,"['Action', 'Comedy', 'Crime', 'Thriller']",1998,122151
Madeline,"['Children', 'Comedy']",1998,123987
Small Soldiers,"['Animation', 'Children', 'Fantasy', 'War']",1998,122718
Pi,"['Drama', 'Sci-Fi', 'Thriller']",1998,138704
Whatever,['Drama'],1998,140688
There's Something About Mary,"['Comedy', 'Romance']",1998,129387
Plan 9 from Outer Space,"['Horror', 'Sci-Fi']",1959,52077
The Broadway Melody,['Musical'],1929,19729
All Quiet on the Western Front,"['Action', 'Drama', 'War']",1930,20629
Cimarron,"['Drama', 'Western']",1931,21746
Grand Hotel,"['Drama', 'Romance']",1932,22958
Mutiny on the Bounty,"['Adventure', 'Drama']",1935,26752
The Great Ziegfeld,"['Drama', 'Musical']",1936,27698
The Life of Emile Zola,['Drama'],1937,29146
You Can't Take It with You,"['Comedy', 'Romance']",1938,30993
Mrs. Miniver,"['Drama', 'War']",1942,35093
Going My Way,"['Comedy', 'Drama', 'Musical']",1944,36872
The Lost Weekend,['Drama'],1945,37884
The Best Years of Our Lives,"['Drama', 'War']",1946,36868
Gentleman's Agreement,['Drama'],1947,39416
Hamlet,['Drama'],1948,40416
All the King's Men,['Drama'],1949,41113
From Here to Eternity,"['Drama', 'Romance', 'War']",1953,45793
On the Waterfront,"['Crime', 'Drama']",1954,47296
Marty,"['Drama', 'Romance']",1955,48356
West Side Story,"['Drama', 'Musical', 'Romance']",1961,55614
Tom Jones,"['Adventure', 'Comedy', 'Romance']",1963,57590
A Man for All Seasons,['Drama'],1966,60665
In the Heat of the Night,"['Drama', 'Mystery']",1967,61811
Oliver!,"['Drama', 'Musical']",1968,63385
Midnight Cowboy,['Drama'],1969,64665
The French Connection,"['Action', 'Crime', 'Thriller']",1971,67116
Rocky,['Drama'],1976,75148
Kramer vs. Kramer,['Drama'],1979,79417
Ordinary People,['Drama'],1980,81283
Chariots of Fire,['Drama'],1981,82158
Terms of Endearment,"['Comedy', 'Drama']",1983,86425
Out of Africa,"['Drama', 'Romance']",1985,89755
The Last Emperor,['Drama'],1987,93389
Rain Man,['Drama'],1988,95953
Driving Miss Daisy,['Drama'],1989,97239
Take the Money and Run,"['Comedy', 'Crime']",1969,65063
Klute,"['Drama', 'Mystery']",1971,67309
Repo Man,"['Comedy', 'Sci-Fi']",1984,87995
Metropolitan,['Comedy'],1990,100142
Labyrinth,"['Adventure', 'Fantasy', 'Musical']",1986,91369
The Breakfast Club,"['Comedy', 'Drama']",1985,88847
A Nightmare on Elm Street 2: Freddy's Revenge,['Horror'],1985,89686
A Nightmare on Elm Street 3: Dream Warriors,"['Horror', 'Thriller']",1987,93629
A Nightmare on Elm Street 4: The Dream Master,"['Horror', 'Thriller']",1988,95742
A Nightmare on Elm Street 5: The Dream Child,['Horror'],1989,97981
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",['Horror'],1991,101917
Friday the 13th,"['Horror', 'Mystery', 'Thriller']",1980,80761
Friday the 13th Part 2,['Horror'],1981,82418
Friday the 13th Part 3: 3D,['Horror'],1982,83972
Friday the 13th Part IV: The Final Chapter,['Horror'],1984,87298
Friday the 13th Part V: A New Beginning,['Horror'],1985,89173
Friday the 13th Part VI: Jason Lives,['Horror'],1986,91080
Friday the 13th Part VII: The New Blood,['Horror'],1988,95179
Friday the 13th Part VIII: Jason Takes Manhattan,['Horror'],1989,97388
Halloween,['Horror'],1978,77651
Halloween II,['Horror'],1981,82495
Halloween III: Season of the Witch,['Horror'],1982,85636
Halloween 4: The Return of Michael Myers,['Horror'],1988,95271
Halloween 5: The Revenge of Michael Myers,['Horror'],1989,97474
Prom Night,['Horror'],1980,81383
Prom Night IV: Deliver Us From Evil,['Horror'],1992,105179
Child's Play,"['Horror', 'Thriller']",1988,94862
Child's Play 2,"['Horror', 'Thriller']",1990,99253
Child's Play 3,"['Comedy', 'Horror', 'Thriller']",1991,103956
Poltergeist,"['Horror', 'Thriller']",1982,84516
Poltergeist II: The Other Side,"['Horror', 'Thriller']",1986,91778
Poltergeist III,"['Horror', 'Thriller']",1988,95889
The Exorcist,"['Horror', 'Mystery']",1973,70047
Exorcist II: The Heretic,['Horror'],1977,76009
The Exorcist III,['Horror'],1990,99528
Lethal Weapon,"['Action', 'Comedy', 'Crime', 'Drama']",1987,93409
Lethal Weapon 2,"['Action', 'Comedy', 'Crime', 'Drama']",1989,97733
Lethal Weapon 3,"['Action', 'Comedy', 'Crime', 'Drama']",1992,104714
Gremlins,"['Comedy', 'Horror']",1984,87363
Gremlins 2: The New Batch,"['Comedy', 'Horror']",1990,99700
The Goonies,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",1985,89218
The Mask of Zorro,"['Action', 'Comedy', 'Romance']",1998,120746
Polish Wedding,['Comedy'],1998,119910
"This World, Then the Fireworks","['Crime', 'Drama', 'Film-Noir']",1997,117898
Soylent Green,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1973,70723
Metropolis,"['Drama', 'Sci-Fi']",1927,17136
Back to the Future Part II,"['Adventure', 'Comedy', 'Sci-Fi']",1989,96874
Back to the Future Part III,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",1990,99088
The Poseidon Adventure,"['Action', 'Adventure', 'Drama']",1972,69113
Freaky Friday,"['Children', 'Comedy', 'Fantasy']",1977,76054
The Absent-Minded Professor,"['Children', 'Comedy', 'Fantasy']",1961,54594
The Apple Dumpling Gang Rides Again,"['Children', 'Comedy', 'Western']",1979,78790
Babes in Toyland,"['Children', 'Fantasy', 'Musical']",1961,54649
Bambi,"['Animation', 'Children', 'Drama']",1942,34492
Seven Samurai (Shichinin no samurai),"['Action', 'Adventure', 'Drama']",1954,47478
Dangerous Liaisons,"['Drama', 'Romance']",1988,94947
Dune,"['Adventure', 'Sci-Fi']",1984,87182
The Last Temptation of Christ,['Drama'],1988,95497
The Godfather: Part III,"['Crime', 'Drama', 'Mystery', 'Thriller']",1990,99674
The Rapture,"['Drama', 'Mystery']",1991,102757
Lolita,"['Drama', 'Romance']",1997,119558
Disturbing Behavior,"['Horror', 'Thriller']",1998,134619
Jane Austen's Mafia!,"['Comedy', 'Crime']",1998,120741
Saving Private Ryan,"['Action', 'Drama', 'War']",1998,120815
The Barefoot Executive,"['Children', 'Comedy']",1971,66811
The Black Cauldron,"['Adventure', 'Animation', 'Children', 'Fantasy']",1985,88814
The Black Hole,"['Children', 'Sci-Fi']",1979,78869
Blackbeard's Ghost,"['Children', 'Comedy']",1968,62737
Blank Check,"['Children', 'Comedy']",1994,109287
Candleshoe,"['Adventure', 'Children', 'Comedy']",1977,75807
The Cat from Outer Space,"['Children', 'Comedy', 'Sci-Fi']",1978,77305
The Computer Wore Tennis Shoes,"['Children', 'Comedy']",1969,65566
Condorman,"['Action', 'Adventure', 'Children', 'Comedy']",1981,82199
D2: The Mighty Ducks,"['Children', 'Comedy']",1994,109520
Darby O'Gill and the Little People,"['Adventure', 'Children', 'Fantasy']",1959,52722
The Devil and Max Devlin,"['Comedy', 'Fantasy']",1981,82263
Flight of the Navigator,"['Adventure', 'Children', 'Sci-Fi']",1986,91059
The Great Mouse Detective,"['Action', 'Animation', 'Children', 'Crime']",1986,91149
Herbie Goes Bananas,"['Adventure', 'Children', 'Comedy']",1980,80861
Herbie Goes to Monte Carlo,"['Adventure', 'Children', 'Comedy']",1977,76137
Hocus Pocus,"['Children', 'Comedy', 'Fantasy', 'Horror']",1993,107120
"Honey, I Blew Up the Kid","['Children', 'Comedy', 'Sci-Fi']",1992,104437
"Honey, I Shrunk the Kids","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1989,97523
Hot Lead and Cold Feet,"['Action', 'Comedy', 'Western']",1978,77698
In Search of the Castaways,"['Adventure', 'Children']",1962,56095
The Incredible Journey,"['Adventure', 'Children']",1963,57180
The Negotiator,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1998,120768
The Parent Trap,"['Children', 'Comedy', 'Romance']",1998,120783
BASEketball,['Comedy'],1998,131857
Roger & Me,['Documentary'],1989,98213
The Purple Rose of Cairo,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1985,89853
Out of the Past,['Film-Noir'],1947,39689
Doctor Zhivago,"['Drama', 'Romance', 'War']",1965,59113
Fanny and Alexander (Fanny och Alexander),"['Drama', 'Fantasy', 'Mystery']",1982,83922
The Trip to Bountiful,['Drama'],1985,90203
Tender Mercies,"['Drama', 'Romance', 'Western']",1983,86423
And the Band Played On,['Drama'],1993,106273
The 'burbs,['Comedy'],1989,96734
Fandango,['Comedy'],1985,89126
"Night Porter, The (Portiere di notte, Il)","['Crime', 'Drama', 'Romance']",1974,71910
Mephisto,"['Drama', 'War']",1981,82736
Blue Velvet,"['Drama', 'Mystery', 'Thriller']",1986,90756
The Journey of Natty Gann,"['Adventure', 'Children']",1985,89385
The Jungle Book,"['Animation', 'Children', 'Comedy', 'Musical']",1967,61852
Lady and the Tramp,"['Animation', 'Children', 'Comedy', 'Romance']",1955,48280
The Little Mermaid,"['Animation', 'Children', 'Comedy', 'Musical', 'Romance']",1989,97757
The Mighty Ducks,"['Children', 'Comedy']",1992,104868
The Muppet Christmas Carol,"['Children', 'Comedy', 'Musical']",1992,104940
Newsies,"['Children', 'Musical']",1992,104990
101 Dalmatians (One Hundred and One Dalmatians),"['Adventure', 'Animation', 'Children']",1961,55254
Peter Pan,"['Animation', 'Children', 'Fantasy', 'Musical']",1953,46183
Popeye,"['Adventure', 'Comedy', 'Musical']",1980,81353
The Rescuers Down Under,"['Adventure', 'Animation', 'Children']",1990,100477
The Rescuers,"['Adventure', 'Animation', 'Children', 'Crime', 'Drama']",1977,76618
Return from Witch Mountain,"['Children', 'Sci-Fi']",1978,78158
The Return of Jafar,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",1994,107952
Return to Oz,"['Adventure', 'Children', 'Fantasy']",1985,89908
The Rocketeer,"['Action', 'Adventure', 'Sci-Fi']",1991,102803
The Shaggy D.A.,"['Children', 'Comedy']",1976,75200
Sleeping Beauty,"['Animation', 'Children', 'Musical']",1959,53285
Something Wicked This Way Comes,"['Children', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",1983,86336
Son of Flubber,"['Children', 'Comedy']",1963,57518
Song of the South,"['Adventure', 'Animation', 'Children', 'Musical']",1946,38969
Splash,"['Comedy', 'Fantasy', 'Romance']",1984,88161
Steamboat Willie,"['Animation', 'Children', 'Comedy', 'Musical']",1928,19422
Tall Tale,"['Adventure', 'Children', 'Fantasy', 'Western']",1995,111359
Tex,['Drama'],1982,84783
Tron,"['Action', 'Adventure', 'Sci-Fi']",1982,84827
Swing Kids,"['Drama', 'War']",1993,108265
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),"['Horror', 'Thriller']",1998,120694
L.A. Story,"['Comedy', 'Romance']",1991,102250
The Jerk,['Comedy'],1979,79367
Dead Men Don't Wear Plaid,"['Comedy', 'Crime', 'Thriller']",1982,83798
The Man with Two Brains,['Comedy'],1983,85894
Grand Canyon,"['Crime', 'Drama']",1991,101969
The Outsiders,['Drama'],1983,86066
Indiana Jones and the Temple of Doom,"['Action', 'Adventure', 'Fantasy']",1984,87469
The Lord of the Rings,"['Adventure', 'Animation', 'Children', 'Fantasy']",1978,77869
1984 (Nineteen Eighty-Four),"['Drama', 'Sci-Fi']",1984,87803
The Dead Zone,['Thriller'],1983,85407
Maximum Overdrive,['Horror'],1986,91499
Needful Things,"['Drama', 'Horror']",1993,107665
Cujo,"['Horror', 'Thriller']",1983,85382
Children of the Corn,"['Horror', 'Thriller']",1984,87050
All Dogs Go to Heaven,"['Animation', 'Children', 'Comedy', 'Drama', 'Fantasy']",1989,96787
The Addams Family,"['Children', 'Comedy', 'Fantasy']",1991,101272
Ever After: A Cinderella Story,"['Comedy', 'Drama', 'Romance']",1998,120631
Snake Eyes,"['Action', 'Crime', 'Mystery', 'Thriller']",1998,120832
Atlantic City,"['Crime', 'Drama', 'Romance']",1980,80388
Autumn Sonata (Höstsonaten),['Drama'],1978,77711
Who's Afraid of Virginia Woolf?,['Drama'],1966,61184
Adventures in Babysitting,"['Adventure', 'Comedy']",1987,92513
Weird Science,"['Comedy', 'Fantasy', 'Sci-Fi']",1985,90305
Doctor Dolittle,"['Adventure', 'Children', 'Musical']",1967,61584
The Nutty Professor,"['Comedy', 'Sci-Fi']",1963,57372
Charlotte's Web,"['Animation', 'Children']",1973,70016
Watership Down,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",1978,78480
The Secret of NIMH,"['Adventure', 'Animation', 'Children', 'Drama']",1982,84649
The Dark Crystal,"['Adventure', 'Fantasy']",1982,83791
An American Tail,"['Adventure', 'Animation', 'Children', 'Comedy']",1986,90633
An American Tail: Fievel Goes West,"['Adventure', 'Animation', 'Children', 'Musical', 'Western']",1991,101329
Legend,"['Adventure', 'Fantasy', 'Romance']",1985,89469
Sixteen Candles,"['Comedy', 'Romance']",1984,88128
Pretty in Pink,"['Comedy', 'Drama', 'Romance']",1986,91790
St. Elmo's Fire,"['Drama', 'Romance']",1985,90060
The Clan of the Cave Bear,"['Adventure', 'Drama', 'Fantasy']",1986,90848
House,"['Comedy', 'Fantasy', 'Horror']",1986,91223
House II: The Second Story,"['Comedy', 'Fantasy', 'Horror']",1987,93220
The Gods Must Be Crazy,"['Adventure', 'Comedy']",1980,80801
The Gods Must Be Crazy II,['Comedy'],1989,97443
Air Bud: Golden Receiver,"['Children', 'Comedy']",1998,140796
The Avengers,"['Action', 'Adventure']",1998,118661
How Stella Got Her Groove Back,"['Drama', 'Romance']",1998,120703
The Slums of Beverly Hills,"['Comedy', 'Drama']",1998,120831
"Best Man, The (Testimone dello sposo, Il)","['Comedy', 'Drama', 'Romance']",1998,133413
Henry: Portrait of a Serial Killer,"['Crime', 'Horror', 'Thriller']",1986,99763
Rosemary's Baby,"['Drama', 'Horror', 'Thriller']",1968,63522
The NeverEnding Story,"['Adventure', 'Children', 'Fantasy']",1984,88323
The NeverEnding Story II: The Next Chapter,"['Adventure', 'Children', 'Fantasy']",1990,100240
Attack of the Killer Tomatoes!,"['Comedy', 'Horror']",1978,80391
Surf Nazis Must Die,"['Action', 'Comedy', 'Drama', 'Horror']",1987,94077
Your Friends and Neighbors,"['Comedy', 'Drama']",1998,119517
Return to Paradise,"['Crime', 'Drama', 'Romance', 'Thriller']",1998,124595
Blade,"['Action', 'Horror', 'Thriller']",1998,120611
Dead Man on Campus,['Comedy'],1998,118301
Wrongfully Accused,"['Action', 'Comedy']",1998,120901
Next Stop Wonderland,"['Comedy', 'Drama', 'Romance']",1998,119778
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)","['Comedy', 'Drama']",1998,120692
Beetlejuice,"['Comedy', 'Fantasy']",1988,94721
Déjà Vu,"['Drama', 'Romance']",1997,119033
Rope,"['Crime', 'Drama', 'Thriller']",1948,40746
Family Plot,"['Comedy', 'Thriller']",1976,74512
Frenzy,['Thriller'],1972,68611
Topaz,['Thriller'],1969,65112
Torn Curtain,['Thriller'],1966,61107
Marnie,"['Drama', 'Mystery', 'Romance', 'Thriller']",1964,58329
The Wrong Man,"['Drama', 'Film-Noir', 'Thriller']",1956,51207
The Man Who Knew Too Much,"['Adventure', 'Drama', 'Mystery', 'Thriller']",1956,49470
The Trouble with Harry,"['Comedy', 'Mystery']",1955,48750
I Confess,['Thriller'],1953,45897
Strangers on a Train,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1951,44079
Stage Fright,"['Mystery', 'Romance', 'Thriller']",1950,42994
54,['Drama'],1998,120577
Why Do Fools Fall In Love?,['Drama'],1998,123324
Willow,"['Action', 'Adventure', 'Fantasy']",1988,96446
The Untouchables,"['Action', 'Crime', 'Drama']",1987,94226
Dirty Work,['Comedy'],1998,120654
Knock Off,['Action'],1998,120724
The Paradine Case,['Drama'],1947,39694
Lifeboat,"['Drama', 'War']",1944,37017
Shadow of a Doubt,"['Crime', 'Drama', 'Thriller']",1943,36342
Saboteur,"['Mystery', 'Thriller']",1942,35279
Mr. & Mrs. Smith,"['Comedy', 'Romance']",1941,33922
Suspicion,"['Film-Noir', 'Mystery', 'Thriller']",1941,34248
Jamaica Inn,['Drama'],1939,31505
The Lady Vanishes,"['Drama', 'Mystery', 'Thriller']",1938,30341
